chr	start	end	strand	gene_id	gene_name
chr11	65260996	65261748	-	ENSG00000287821.1	ENSG00000287821
chr11	65261920	65305589	+	ENSG00000014138.9	POLA2
chr11	65261928	65326543	+	ENSG00000285816.1	ENSG00000285816
chr11	65305406	65314737	-	ENSG00000287917.2	ENSG00000287917
chr11	65314866	65322417	+	ENSG00000149798.5	CDC42EP2
chr11	65333852	65354262	+	ENSG00000133884.10	DPF2
chr11	65353024	65354590	-	ENSG00000289231.1	ENSG00000289231
chr11	65354751	65357613	+	ENSG00000173825.7	TIGD3
chr11	65367438	65375299	+	ENSG00000255478.1	ENSG00000255478
chr11	65375192	65383701	-	ENSG00000162241.13	SLC25A45
chr11	65386621	65413525	+	ENSG00000126391.14	FRMD8
chr11	65422774	65445540	+	ENSG00000245532.10	NEAT1
chr11	65423273	65423392	+	ENSG00000278144.1	ENSG00000278144
chr11	65423638	65423742	+	ENSG00000278050.1	ENSG00000278050
chr11	65423960	65424118	+	ENSG00000277599.1	ENSG00000277599
chr11	65444458	65444557	+	ENSG00000283791.1	MIR612
chr11	65445541	65445598	+	ENSG00000275948.1	ENSG00000275948
chr11	65455257	65466720	+	ENSG00000173727.13	ENSG00000173727
chr11	65471472	65472129	-	ENSG00000289259.1	ENSG00000289259
chr11	65487241	65488714	-	ENSG00000279243.3	LINC02736
chr11	65487884	65488896	+	ENSG00000286756.2	ENSG00000286756
chr11	65497688	65506516	+	ENSG00000251562.9	MALAT1
chr11	65498010	65498405	-	ENSG00000270117.1	ENSG00000270117
chr11	65502914	65503008	+	ENSG00000278217.1	ENSG00000278217
chr11	65506117	65506173	+	ENSG00000274072.1	ENSG00000274072
chr11	65514403	65514923	-	ENSG00000270526.1	SNRPGP19
chr11	65525077	65538704	+	ENSG00000142186.18	SCYL1
chr11	65538559	65558930	-	ENSG00000168056.18	LTBP3
chr11	65561484	65561607	+	ENSG00000279093.1	ENSG00000279093
chr11	65568482	65570423	-	ENSG00000260233.3	ZNRD2-DT
chr11	65570460	65573942	+	ENSG00000173465.8	ZNRD2
chr11	65572349	65574198	+	ENSG00000176973.8	FAM89B
chr11	65575343	65575894	-	ENSG00000289339.1	ENSG00000289339
chr11	65576046	65592650	+	ENSG00000173442.13	EHBP1L1
chr11	65592836	65595996	-	ENSG00000173338.13	KCNK7
chr11	65597756	65615382	-	ENSG00000173327.8	MAP3K11
chr11	65615776	65637439	+	ENSG00000197136.5	PCNX3
chr11	65636310	65636369	+	ENSG00000266041.1	MIR4690
chr11	65638101	65650918	+	ENSG00000213445.10	SIPA1
chr11	65649192	65649253	+	ENSG00000265874.1	MIR4489
chr11	65653599	65663090	-	ENSG00000173039.20	RELA
chr11	65663001	65671718	+	ENSG00000285533.3	RELA-DT
chr11	65695552	65695837	+	ENSG00000239356.3	RN7SL309P
chr11	65711996	65719604	+	ENSG00000172977.13	KAT5
chr11	65714005	65720818	-	ENSG00000172922.11	RNASEH2C
chr11	65726939	65728214	+	ENSG00000214659.4	KRT8P26
chr11	65745729	65771585	+	ENSG00000255557.1	ENSG00000255557
chr11	65773898	65780976	-	ENSG00000254470.3	AP5B1
chr11	65787063	65797214	+	ENSG00000172818.10	OVOL1
chr11	65789051	65790868	-	ENSG00000255120.5	OVOL1-AS1
chr11	65795946	65797219	-	ENSG00000255404.1	ENSG00000255404
chr11	65823022	65862026	-	ENSG00000172757.13	CFL1
chr11	65833834	65856896	+	ENSG00000172803.18	SNX32
chr11	65857126	65867653	+	ENSG00000172732.12	MUS81
chr11	65866441	65873592	-	ENSG00000172638.13	EFEMP2
chr11	65879809	65883741	+	ENSG00000172543.9	CTSW
chr11	65883740	65888531	-	ENSG00000172500.13	FIBP
chr11	65890673	65891635	+	ENSG00000175602.4	CCDC85B
chr11	65892049	65900573	-	ENSG00000175592.9	FOSL1
chr11	65916810	65919062	-	ENSG00000175573.7	C11orf68
chr11	65919274	65921563	+	ENSG00000175550.8	DRAP1
chr11	65945445	65959963	+	ENSG00000175513.9	TSGA10IP
chr11	65961728	65980137	+	ENSG00000175467.15	SART1
chr11	65983679	65984331	-	ENSG00000254867.1	ENSG00000254867
chr11	65996545	66002176	-	ENSG00000175376.9	EIF1AD
chr11	66002228	66004149	+	ENSG00000175334.8	BANF1
chr11	66012008	66013505	+	ENSG00000175315.3	CST6
chr11	66016752	66026479	-	ENSG00000175294.6	CATSPER1
chr11	66040765	66049161	-	ENSG00000175229.7	GAL3ST3
chr11	66043298	66044381	+	ENSG00000286459.1	ENSG00000286459
chr11	66050729	66069308	+	ENSG00000087365.16	SF3B2
chr11	66067277	66069619	-	ENSG00000255038.1	ENSG00000255038
chr11	66070272	66244744	+	ENSG00000175115.13	PACS1
chr11	66244717	66257595	-	ENSG00000255320.2	ENSG00000255320
chr11	66257294	66267860	+	ENSG00000174996.12	KLC2
chr11	66259567	66261834	-	ENSG00000254461.1	ENSG00000254461
chr11	66264777	66265666	-	ENSG00000254855.1	KLC2-AS1
chr11	66267635	66268129	-	ENSG00000254762.1	KLC2-AS2
chr11	66268590	66277492	+	ENSG00000174903.16	RAB1B
chr11	66269832	66278525	-	ENSG00000245156.1	ENSG00000245156
chr11	66276779	66277492	-	ENSG00000254452.1	ENSG00000254452
chr11	66278175	66285301	+	ENSG00000174871.11	CNIH2
chr11	66284580	66289145	-	ENSG00000174851.16	YIF1A
chr11	66291894	66296664	+	ENSG00000179292.5	TMEM151A
chr11	66311859	66313392	-	ENSG00000289560.1	ENSG00000289560
chr11	66312853	66319237	+	ENSG00000254458.1	ENSG00000254458
chr11	66314494	66317044	-	ENSG00000174807.4	CD248
chr11	66330241	66336840	-	ENSG00000174791.11	RIN1
chr11	66334494	66339875	+	ENSG00000254756.1	ENSG00000254756
chr11	66337333	66345125	-	ENSG00000174744.14	BRMS1
chr11	66345374	66347629	-	ENSG00000174684.7	B4GAT1
chr11	66347950	66364804	+	ENSG00000255468.7	ENSG00000255468
chr11	66362521	66372214	-	ENSG00000174669.12	SLC29A2
chr11	66374138	66374435	-	ENSG00000276918.1	Metazoa_SRP
chr11	66389609	66390168	+	ENSG00000254736.1	BRD9P1
chr11	66393449	66393612	+	ENSG00000202317.1	RNU1-84P
chr11	66409158	66417227	+	ENSG00000254510.3	ENSG00000254510
chr11	66421004	66426707	+	ENSG00000174576.10	NPAS4
chr11	66432763	66432902	+	ENSG00000201733.1	ENSG00000201733
chr11	66435075	66466738	-	ENSG00000174547.13	MRPL11
chr11	66454234	66454581	+	ENSG00000254596.1	ENSG00000254596
chr11	66466327	66477337	+	ENSG00000174516.15	PELI3
chr11	66473490	66480269	-	ENSG00000255517.7	DPP3-DT
chr11	66480013	66509657	+	ENSG00000254986.8	DPP3
chr11	66509079	66533613	+	ENSG00000256349.1	ENSG00000256349
chr11	66510606	66533613	+	ENSG00000174483.20	BBS1
chr11	66514306	66519720	-	ENSG00000286688.1	ENSG00000286688
chr11	66520637	66546235	-	ENSG00000174165.8	ZDHHC24
chr11	66546395	66563334	+	ENSG00000248746.6	ACTN3
chr11	66558866	66560384	-	ENSG00000250105.1	ENSG00000250105
chr11	66563464	66568879	-	ENSG00000174080.12	CTSF
chr11	66590176	66593063	-	ENSG00000182791.5	CCDC87
chr11	66593153	66606019	+	ENSG00000173992.9	CCS
chr11	66614964	66615090	-	ENSG00000199325.1	RNU4-39P
chr11	66616626	66629934	+	ENSG00000239306.5	RBM14
chr11	66616626	66646469	+	ENSG00000248643.5	RBM14-RBM4
chr11	66638667	66668374	+	ENSG00000173933.21	RBM4
chr11	66664998	66677887	-	ENSG00000173914.12	RBM4B
chr11	66682497	66744670	-	ENSG00000173898.15	SPTBN2
chr11	66712720	66713009	-	ENSG00000239553.3	RN7SL12P
chr11	66744451	66843516	+	ENSG00000173715.18	C11orf80
chr11	66761575	66762399	-	ENSG00000213409.4	C1QBPP2
chr11	66771246	66771667	-	ENSG00000254984.1	FTLP6
chr11	66842835	66846552	+	ENSG00000173653.8	RCE1
chr11	66848417	66958386	-	ENSG00000173599.15	PC
chr11	66856647	66860475	+	ENSG00000173621.9	LRFN4
chr11	66919762	66919823	+	ENSG00000239099.1	RNU7-23P
chr11	66934434	66934506	-	ENSG00000266423.1	MIR3163
chr11	66975277	66977009	+	ENSG00000173237.5	C11orf86
chr11	67006778	67050863	+	ENSG00000173227.14	SYT12
chr11	67045643	67045708	+	ENSG00000283326.1	MIR6860
chr11	67056847	67072017	+	ENSG00000173156.7	RHOD
chr11	67119263	67258082	+	ENSG00000173120.15	KDM2A
chr11	67195569	67197167	-	ENSG00000179038.8	ENSG00000179038
chr11	67252336	67261545	-	ENSG00000287934.1	ENSG00000287934
chr11	67266473	67286556	+	ENSG00000173020.11	GRK2
chr11	67289300	67302485	+	ENSG00000172932.16	ANKRD13D
chr11	67303478	67312607	+	ENSG00000172830.13	SSH3
chr11	67316539	67317431	-	ENSG00000287851.1	ENSG00000287851
chr11	67317871	67398410	+	ENSG00000172613.8	RAD9A
chr11	67350772	67356972	-	ENSG00000175482.9	POLD4
chr11	67351572	67373584	-	ENSG00000256514.1	ENSG00000256514
chr11	67353629	67354348	+	ENSG00000274251.1	ENSG00000274251
chr11	67362414	67362708	+	ENSG00000201684.1	RN7SKP239
chr11	67364168	67374177	-	ENSG00000175505.11	CLCF1
chr11	67374416	67374932	+	ENSG00000275484.1	ENSG00000275484
chr11	67395210	67395311	-	ENSG00000253024.1	RNU6-1238P
chr11	67398181	67421183	-	ENSG00000172531.16	PPP1CA
chr11	67403915	67410089	+	ENSG00000175463.12	TBC1D10C
chr11	67414968	67425607	+	ENSG00000172508.11	CARNS1
chr11	67428460	67435401	+	ENSG00000175634.15	RPS6KB2
chr11	67431367	67435399	-	ENSG00000255949.1	RPS6KB2-AS1
chr11	67435510	67437682	-	ENSG00000213402.3	PTPRCAP
chr11	67435510	67443821	-	ENSG00000172725.14	CORO1B
chr11	67451301	67452729	-	ENSG00000175514.2	GPR152
chr11	67452406	67461752	+	ENSG00000175544.14	CABP4
chr11	67461710	67469272	-	ENSG00000172663.9	TMEM134
chr11	67468174	67491154	+	ENSG00000110711.11	AIP
chr11	67490245	67490315	+	ENSG00000276769.1	MIR6752
chr11	67491768	67506263	-	ENSG00000110697.13	PITPNM1
chr11	67506497	67508649	-	ENSG00000167797.8	CDK2AP2
chr11	67508772	67509141	+	ENSG00000289343.1	ENSG00000289343
chr11	67518912	67524517	-	ENSG00000167791.14	CABP2
chr11	67538899	67540584	+	ENSG00000283257.1	ENSG00000283257
chr11	67583742	67586656	+	ENSG00000084207.18	GSTP1
chr11	67602880	67606706	-	ENSG00000184224.3	NDUFV1-DT
chr11	67605521	67606642	+	ENSG00000255119.1	ENSG00000255119
chr11	67605653	67612554	+	ENSG00000167792.13	NDUFV1
chr11	67612651	67616257	-	ENSG00000231793.6	DOC2GP
chr11	67627938	67629937	-	ENSG00000167799.10	NUDT8
chr11	67631303	67639763	-	ENSG00000167800.10	TBX10
chr11	67642555	67650730	-	ENSG00000132744.8	ACY3
chr11	67651576	67653404	-	ENSG00000227834.1	ENSG00000227834
chr11	67662155	67681224	-	ENSG00000132746.16	ALDH3B2
chr11	67682772	67683058	-	ENSG00000239559.2	RPL37P2
chr11	67711702	67716005	-	ENSG00000184795.9	UNC93B5
chr11	67722483	67723455	-	ENSG00000235855.3	OR7E145P
chr11	67735600	67784229	-	ENSG00000254447.3	OR7E11P
chr11	67735608	67736559	-	ENSG00000285537.1	ENSG00000285537
chr11	67744322	67744645	+	ENSG00000254883.1	ENSG00000254883
chr11	67749043	67756968	-	ENSG00000255147.1	EVA1CP4
chr11	67785273	67792335	+	ENSG00000227620.4	ALG1L8P
chr11	67791648	67805336	-	ENSG00000160172.10	FAM86C2P
chr11	67812557	67873367	-	ENSG00000273819.1	ENPP7P7
chr11	67840942	67841049	+	ENSG00000254792.1	ENSG00000254792
chr11	67886477	67906350	+	ENSG00000251637.6	LINC02754
chr11	67895631	67895737	+	ENSG00000206587.1	RNU6-46P
chr11	67925651	67926431	-	ENSG00000243672.1	RPS3AP40
chr11	67934563	67955802	-	ENSG00000254610.3	ENSG00000254610
chr11	67935558	67935926	+	ENSG00000254850.2	ENSG00000254850
chr11	67965873	67966227	-	ENSG00000255230.1	ENSG00000255230
chr11	67974286	67975243	-	ENSG00000255554.1	OR7E1P
chr11	67991100	68004982	-	ENSG00000110057.8	UNC93B1
chr11	68008578	68029282	+	ENSG00000006534.17	ALDH3B1
chr11	68024809	68030461	-	ENSG00000255306.1	ENSG00000255306
chr11	68030617	68036644	+	ENSG00000110717.13	NDUFS8
chr11	68032864	68032922	+	ENSG00000284293.1	MIR7113
chr11	68033897	68033981	+	ENSG00000284435.1	MIR4691
chr11	68039025	68050895	+	ENSG00000110719.10	TCIRG1
chr11	68044794	68044957	+	ENSG00000275022.1	MIR6753
chr11	68050740	68053762	+	ENSG00000255031.5	ENSG00000255031
chr11	68052859	68121444	-	ENSG00000110721.12	CHKA
chr11	68121624	68130518	+	ENSG00000255236.3	CHKA-DT
chr11	68154863	68213828	-	ENSG00000110066.15	KMT5B
chr11	68261338	68272001	-	ENSG00000171067.11	C11orf24
chr11	68272100	68284884	+	ENSG00000286369.2	ENSG00000286369
chr11	68312591	68449275	+	ENSG00000162337.12	LRP5
chr11	68460731	68615334	+	ENSG00000110075.15	PPP6R3
chr11	68488609	68488840	-	ENSG00000254856.1	NDUFA3P2
chr11	68612899	68616711	-	ENSG00000260808.1	ENSG00000260808
chr11	68683779	68691175	+	ENSG00000069482.7	GAL
chr11	68707440	68751520	-	ENSG00000132749.11	TESMIN
chr11	68754620	68844410	-	ENSG00000110090.13	CPT1A
chr11	68870664	68874542	+	ENSG00000250508.1	LINC02701
chr11	68891276	68903835	-	ENSG00000197345.13	MRPL21
chr11	68903863	68940602	+	ENSG00000132740.10	IGHMBP2
chr11	68941503	68942852	-	ENSG00000255741.1	ENSG00000255741
chr11	68980021	68980986	-	ENSG00000172938.3	MRGPRD
chr11	69000765	69002048	-	ENSG00000261625.1	ENSG00000261625
chr11	69004394	69005100	+	ENSG00000261276.1	ENSG00000261276
chr11	69004395	69013382	-	ENSG00000172935.9	MRGPRF
chr11	69012283	69018447	+	ENSG00000256508.2	MRGPRF-AS1
chr11	69048932	69136316	+	ENSG00000162341.18	TPCN2
chr11	69072915	69162440	+	ENSG00000287725.2	ENSG00000287725
chr11	69083176	69083258	+	ENSG00000265539.1	MIR3164
chr11	69103493	69109094	+	ENSG00000260895.1	ENSG00000260895
chr11	69147228	69171564	-	ENSG00000261070.1	ENSG00000261070
chr11	69155478	69162440	+	ENSG00000284713.2	SMIM38
chr11	69294151	69341682	+	ENSG00000172927.9	MYEOV
chr11	69299274	69372512	+	ENSG00000260877.3	ENSG00000260877
chr11	69303412	69303807	-	ENSG00000213275.2	IFITM9P
chr11	69414307	69416832	+	ENSG00000259854.1	ENSG00000259854
chr11	69425684	69429621	+	ENSG00000255980.2	ENSG00000255980
chr11	69438365	69444743	-	ENSG00000255606.1	ENSG00000255606
chr11	69467598	69469705	+	ENSG00000261347.1	ENSG00000261347
chr11	69475567	69481545	-	ENSG00000255774.2	LINC02747
chr11	69481662	69494952	+	ENSG00000285094.1	LINC01488
chr11	69641156	69654474	+	ENSG00000110092.4	CCND1
chr11	69653076	69675416	-	ENSG00000149716.13	LTO1
chr11	69698238	69704022	-	ENSG00000162344.4	FGF19
chr11	69737298	69738017	-	ENSG00000256441.1	DNAJB6P5
chr11	69771022	69775341	-	ENSG00000075388.4	FGF4
chr11	69809968	69819416	-	ENSG00000186895.4	FGF3
chr11	69909184	69910994	-	ENSG00000260348.1	ENSG00000260348
chr11	69921638	69926813	-	ENSG00000260679.1	ENSG00000260679
chr11	69985876	70015815	+	ENSG00000255191.1	ENSG00000255191
chr11	69985907	70189530	+	ENSG00000131620.18	ANO1
chr11	70014858	70021059	-	ENSG00000254605.1	ENSG00000254605
chr11	70056230	70065371	-	ENSG00000248844.6	LINC02753
chr11	70072434	70075433	-	ENSG00000254417.1	LINC02584
chr11	70075363	70075469	+	ENSG00000202070.1	RNU6-1175P
chr11	70129297	70149623	+	ENSG00000255143.1	ENSG00000255143
chr11	70187788	70188509	-	ENSG00000254902.1	ANO1-AS1
chr11	70203296	70207390	+	ENSG00000168040.5	FADD
chr11	70206291	70207390	-	ENSG00000254721.1	ENSG00000254721
chr11	70269193	70270510	-	ENSG00000289074.1	ENSG00000289074
chr11	70270690	70385312	+	ENSG00000131626.19	PPFIA1
chr11	70278921	70279297	-	ENSG00000255329.1	H2AZP4
chr11	70282367	70363368	-	ENSG00000254604.1	ENSG00000254604
chr11	70283955	70284070	+	ENSG00000221333.1	MIR548K
chr11	70319928	70321415	+	ENSG00000254484.1	ENSG00000254484
chr11	70324871	70327209	-	ENSG00000255539.1	ENSG00000255539
chr11	70358198	70358677	-	ENSG00000254495.1	ENSG00000254495
chr11	70372246	70398488	-	ENSG00000246889.3	CTTN-DT
chr11	70398404	70436584	+	ENSG00000085733.16	CTTN
chr11	70467854	71252577	-	ENSG00000162105.21	SHANK2
chr11	70477277	70477592	-	ENSG00000227726.1	ENSG00000227726
chr11	70603304	70604859	+	ENSG00000279459.1	ENSG00000279459
chr11	70626441	70635658	+	ENSG00000226627.2	SHANK2-AS1
chr11	70646165	70647562	+	ENSG00000236262.1	SHANK2-AS2
chr11	70705167	70705269	-	ENSG00000207196.1	Y_RNA
chr11	70705605	70706068	-	ENSG00000280089.1	ENSG00000280089
chr11	70862790	70865115	+	ENSG00000171671.6	SHANK2-AS3
chr11	70872270	70872368	-	ENSG00000263744.1	MIR3664
chr11	70886090	70896305	+	ENSG00000286708.1	ENSG00000286708
chr11	71382601	71423423	-	ENSG00000172900.12	ACTE1P
chr11	71428193	71452868	-	ENSG00000172893.18	DHCR7
chr11	71448562	71452157	+	ENSG00000254682.2	ENSG00000254682
chr11	71453109	71524107	+	ENSG00000172890.13	NADSYN1
chr11	71473503	71473568	+	ENSG00000278349.1	MIR6754
chr11	71506061	71506380	-	ENSG00000254924.2	ENSG00000254924
chr11	71527267	71528669	+	ENSG00000244411.4	KRTAP5-7
chr11	71538025	71539209	+	ENSG00000241233.4	KRTAP5-8
chr11	71548420	71549608	+	ENSG00000254997.4	KRTAP5-9
chr11	71563389	71565608	-	ENSG00000286948.1	ENSG00000286948
chr11	71565563	71566735	+	ENSG00000204572.10	KRTAP5-10
chr11	71568680	71568934	+	ENSG00000248903.1	ENSG00000248903
chr11	71579728	71579848	-	ENSG00000249387.1	KRTAP5-14P
chr11	71581855	71603353	-	ENSG00000204571.7	KRTAP5-11
chr11	71593454	71594382	+	ENSG00000184055.4	OR7E87P
chr11	71603260	71608040	+	ENSG00000255562.2	UNC93B6
chr11	71620020	71621032	+	ENSG00000255261.1	OR7E4P
chr11	71629045	71629421	+	ENSG00000255415.1	ENSG00000255415
chr11	71639551	71639769	+	ENSG00000284625.1	ENSG00000284625
chr11	71669520	71670297	+	ENSG00000239481.1	RPS3AP41
chr11	71673885	71813859	-	ENSG00000248671.9	ALG1L9P
chr11	71690453	71690657	-	ENSG00000254805.1	SNRPCP14
chr11	71701268	71705404	-	ENSG00000254972.1	ENSG00000254972
chr11	71711740	71781183	+	ENSG00000255319.5	ENPP7P8
chr11	71745331	71747051	+	ENSG00000285933.1	ENSG00000285933
chr11	71787480	71804995	+	ENSG00000158483.18	FAM86C1P
chr11	71800541	71804640	-	ENSG00000254978.2	ALG1L9P
chr11	71804997	71928656	-	ENSG00000289716.1	XNDC1N-ZNF705EP-ALG1L9P
chr11	71814045	71821548	-	ENSG00000214534.5	ZNF705EP
chr11	71833200	71837710	+	ENSG00000184276.3	DEFB108B
chr11	71845196	71845245	-	ENSG00000252902.1	RNA5SP342
chr11	71856277	71863658	+	ENSG00000255157.1	DEFB130C
chr11	71865504	71928654	-	ENSG00000254469.10	XNDC1N
chr11	71878453	71884561	+	ENSG00000225805.4	DEFB131B
chr11	71893410	71894433	+	ENSG00000228915.3	OR7E128P
chr11	71903194	71904081	+	ENSG00000254593.1	OR7E126P
chr11	71927578	71928447	-	ENSG00000289719.1	ENSG00000289719
chr11	71929018	71997597	+	ENSG00000137522.18	RNF121
chr11	71938671	71939544	-	ENSG00000255296.1	ENSG00000255296
chr11	71998613	72005715	+	ENSG00000137496.18	IL18BP
chr11	72002864	72080693	-	ENSG00000137497.19	NUMA1
chr11	72014291	72020910	+	ENSG00000251143.1	ENSG00000251143
chr11	72047873	72047951	-	ENSG00000207012.2	RNU6-72P
chr11	72072228	72072302	-	ENSG00000263742.1	MIR3165
chr11	72080331	72110782	+	ENSG00000284922.2	LRTOMT
chr11	72080337	72096895	+	ENSG00000184154.16	LRRC51
chr11	72085895	72103297	-	ENSG00000149357.10	LAMTOR1
chr11	72105924	72109329	+	ENSG00000284844.1	TOMT
chr11	72106378	72112780	-	ENSG00000110200.9	ANAPC15
chr11	72114869	72139892	+	ENSG00000110203.10	FOLR3
chr11	72131282	72131907	+	ENSG00000257075.1	RPEP6
chr11	72158822	72159734	+	ENSG00000256518.3	FOLR1P1
chr11	72163322	72209241	-	ENSG00000204971.3	ENSG00000204971
chr11	72172455	72177954	+	ENSG00000255860.3	ENSG00000255860
chr11	72189558	72196323	+	ENSG00000110195.14	FOLR1
chr11	72216601	72221950	+	ENSG00000165457.15	FOLR2
chr11	72223701	72239147	+	ENSG00000165458.15	INPPL1
chr11	72239077	72245664	-	ENSG00000165462.5	PHOX2A
chr11	72249856	72251288	-	ENSG00000228286.3	ENSG00000228286
chr11	72261731	72290688	+	ENSG00000285864.1	ENSG00000285864
chr11	72280151	72281178	+	ENSG00000213365.3	ENSG00000213365
chr11	72285495	72434680	-	ENSG00000162129.15	CLPB
chr11	72302139	72302965	+	ENSG00000255843.1	ENSG00000255843
chr11	72351347	72353210	+	ENSG00000256739.1	ENSG00000256739
chr11	72354516	72363555	+	ENSG00000255672.1	ENSG00000255672
chr11	72410716	72412079	+	ENSG00000256403.1	ENSG00000256403
chr11	72478221	72479237	+	ENSG00000237408.1	ART2BP
chr11	72519986	72521733	+	ENSG00000238048.1	ART2P
chr11	72551049	72551919	-	ENSG00000276109.1	ENSG00000276109
chr11	72562044	72562554	+	ENSG00000274664.1	ENSG00000274664
chr11	72570660	72573229	+	ENSG00000227467.3	LINC01537
chr11	72576141	72674591	-	ENSG00000186642.16	PDE2A
chr11	72584572	72587979	+	ENSG00000256633.1	PDE2A-AS2
chr11	72615063	72615130	-	ENSG00000272036.1	MIR139
chr11	72621766	72621827	+	ENSG00000251919.1	RNU7-105P
chr11	72643237	72659407	+	ENSG00000255808.1	PDE2A-AS1
chr11	72685069	72793599	-	ENSG00000186635.15	ARAP1
chr11	72685075	72693808	+	ENSG00000256007.1	ARAP1-AS1
chr11	72689650	72695821	+	ENSG00000286555.1	ENSG00000286555
chr11	72700474	72705607	+	ENSG00000245148.2	ARAP1-AS2
chr11	72708186	72708565	+	ENSG00000244134.1	RPS12P20
chr11	72754729	72794047	-	ENSG00000214530.10	STARD10
chr11	72766004	72766116	+	ENSG00000202522.1	Y_RNA
chr11	72783530	72783592	+	ENSG00000265064.1	MIR4692
chr11	72793624	72814054	-	ENSG00000285693.1	ENSG00000285693
chr11	72814406	72843674	+	ENSG00000168010.11	ATG16L2
chr11	72836745	73142318	-	ENSG00000137478.15	FCHSD2
chr11	72869544	72869650	-	ENSG00000206638.1	RNU6-672P
chr11	72940498	72941112	+	ENSG00000234751.1	ENSG00000234751
chr11	73157173	73182911	-	ENSG00000289625.1	ENSG00000289625
chr11	73157946	73181724	+	ENSG00000256568.2	ENSG00000256568
chr11	73214851	73218223	-	ENSG00000215841.4	ENSG00000215841
chr11	73218281	73242427	+	ENSG00000175591.12	P2RY2
chr11	73238975	73242335	+	ENSG00000260401.1	ENSG00000260401
chr11	73248779	73249867	+	ENSG00000256347.1	OR8R1P
chr11	73264498	73305103	+	ENSG00000171631.16	P2RY6
chr11	73307235	73309361	-	ENSG00000257038.1	ARHGEF17-AS1
chr11	73308276	73369388	+	ENSG00000110237.5	ARHGEF17
chr11	73376399	73397474	+	ENSG00000054967.13	RELT
chr11	73395559	73396436	-	ENSG00000256928.1	ENSG00000256928
chr11	73400487	73598189	-	ENSG00000054965.11	FAM168A
chr11	73405297	73410682	+	ENSG00000256448.5	ENSG00000256448
chr11	73452020	73452344	+	ENSG00000255786.1	ENSG00000255786
chr11	73510658	73510820	+	ENSG00000256148.1	ENSG00000256148
chr11	73580253	73580517	+	ENSG00000231726.2	HMGN2P38
chr11	73640479	73641037	+	ENSG00000270323.1	ENSG00000270323
chr11	73646178	73662819	+	ENSG00000021300.14	PLEKHB1
chr11	73675638	73761137	-	ENSG00000175582.20	RAB6A
chr11	73722349	73722694	+	ENSG00000255928.1	ENSG00000255928
chr11	73760563	73761070	+	ENSG00000256034.1	ENSG00000256034
chr11	73787872	73865133	+	ENSG00000175581.14	MRPL48
chr11	73832382	73832690	-	ENSG00000199975.1	RN7SKP243
chr11	73850469	73851211	-	ENSG00000256681.1	MIX23P5
chr11	73872667	73876901	-	ENSG00000181924.7	COA4
chr11	73876699	73931114	+	ENSG00000175575.13	PAAF1
chr11	73921665	73922196	-	ENSG00000256898.1	ARPC3P4
chr11	73951026	73970366	+	ENSG00000187726.9	DNAJB13
chr11	73963657	73970287	-	ENSG00000255847.5	ENSG00000255847
chr11	73974672	73982843	-	ENSG00000175567.11	UCP2
chr11	73983449	73985562	+	ENSG00000287425.1	ENSG00000287425
chr11	73991283	73992180	-	ENSG00000256189.1	ENSG00000256189
chr11	73994972	73996151	-	ENSG00000256723.1	ENSG00000256723
chr11	74000277	74009085	-	ENSG00000175564.13	UCP3
chr11	74012718	74171210	-	ENSG00000168014.18	C2CD3
chr11	74142151	74142358	+	ENSG00000256098.1	ENSG00000256098
chr11	74171267	74254703	+	ENSG00000214517.10	PPME1
chr11	74198748	74198854	-	ENSG00000284736.1	RNA5SP343
chr11	74204869	74205746	+	ENSG00000280269.1	ENSG00000280269
chr11	74235801	74311640	-	ENSG00000149380.12	P4HA3
chr11	74252414	74252552	-	ENSG00000206913.1	ENSG00000206913
chr11	74311362	74324705	+	ENSG00000246211.2	P4HA3-AS1
chr11	74330316	74398433	-	ENSG00000165434.8	PGM2L1
chr11	74354443	74355720	+	ENSG00000212961.4	HNRNPA1P40
chr11	74397549	74485742	+	ENSG00000254631.5	ENSG00000254631
chr11	74398825	74416379	+	ENSG00000255440.2	ENSG00000255440
chr11	74399237	74399333	+	ENSG00000264402.1	MIR548AL
chr11	74454841	74467729	-	ENSG00000175538.11	KCNE3
chr11	74455348	74456825	+	ENSG00000254928.1	ENSG00000254928
chr11	74482250	74482542	+	ENSG00000255444.1	CYCSP27
chr11	74485580	74486051	-	ENSG00000254974.1	ENSG00000254974
chr11	74490519	74493724	-	ENSG00000175536.7	LIPT2
chr11	74493366	74498533	+	ENSG00000254837.2	ENSG00000254837
chr11	74493851	74669117	+	ENSG00000077514.9	POLD3
chr11	74652636	74652911	+	ENSG00000254500.1	RANP3
chr11	74685224	74685505	+	ENSG00000223202.1	RN7SKP297
chr11	74696429	74731426	-	ENSG00000054938.17	CHRDL2
chr11	74698231	74699658	-	ENSG00000279353.1	ENSG00000279353
chr11	74720268	74720337	-	ENSG00000265902.1	MIR4696
chr11	74738478	74738796	-	ENSG00000241097.2	ENSG00000241097
chr11	74745716	74746114	-	ENSG00000227615.1	ENSG00000227615
chr11	74748849	74842413	+	ENSG00000166439.6	RNF169
chr11	74807739	74949200	-	ENSG00000166435.16	XRRA1
chr11	74830574	74832510	-	ENSG00000278879.1	ENSG00000278879
chr11	74845910	74846209	+	ENSG00000242999.3	RN7SL239P
chr11	74876286	74920022	+	ENSG00000241170.3	ENSG00000241170
